consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,key_resp_34.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,257,257,257,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7601,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5074,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,258,258,258,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.7757,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.4026,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,259,259,259,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.8592,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5866,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,a,0,260,260,260,1,tophat.png,watch.png,trident.png,4,k,4.8991,0.9269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.6507,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6342,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,261,261,261,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8033,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.2692,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,262,262,262,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.8675,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3943,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,263,263,263,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.7705,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3175,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,264,264,264,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8093,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3173,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265,265,265,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5905,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.5505,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,266,266,266,1,snorkel.png,tree.png,planet.png,1,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8176,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3504,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,267,267,267,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8548,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3422,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,268,268,268,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8091,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3675,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,269,269,269,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.8446,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3341,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,270,270,270,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8843,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.5738,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,271,271,271,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.8174,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.2672,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,272,272,272,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.8009,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.4878,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,273,273,273,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.7887,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.4005,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,274,274,274,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.8231,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3005,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,275,275,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7563,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6843,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
